Company,BrandGroup,Brand,Size
Coca-Cola,All,Nagomi,1
Coca-Cola,All,Nalu,1
Coca-Cola,All,Naturaqua,1
Coca-Cola,All,Natures Own,1
Coca-Cola,All,NESTEA COOL *,1
Coca-Cola,All,Nestea Vitao,1
Coca-Cola,All,Nestle,1
Coca-Cola,All,Nevada,1
Coca-Cola,All,Neverfail,1
Coca-Cola,All,Next,1
Coca-Cola,All,Nico Biotime,1
Coca-Cola,All,Nordic Mist,1
Coca-Cola,All,Northern Neck,1
Coca-Cola,All,Oasis,1
Coca-Cola,All,Olimpija,1
Coca-Cola,All,Olo Olo,1
Coca-Cola,All,Orchy,1
Coca-Cola,All,Pampa,1
Coca-Cola,All,Pandori,1
Coca-Cola,All,Peace,1
Coca-Cola,All,Pearona,1
Coca-Cola,All,Peats Ridge,1
Coca-Cola,All,Pepe Rico,1
Coca-Cola,All,Peranec,1
Coca-Cola,All,Pibb,1
Coca-Cola,All,Piko,1
Coca-Cola,All,Piko Pulpy,1
Coca-Cola,All,Pilskalna,1
Coca-Cola,All,Play,1
Coca-Cola,All,Poiana Negri,1
Coca-Cola,All,PoljakPoljak,1
Coca-Cola,All,Poms,1
Coca-Cola,All,Pop,1
Coca-Cola,All,Portello,1
Coca-Cola,All,POWERADE ENERGY,1
Coca-Cola,All,POWERADE PLAY,1
Coca-Cola,All,Powerplay,1
Coca-Cola,All,Premio,1
Coca-Cola,All,Presta Light,1
Coca-Cola,All,Prisco,1
Coca-Cola,All,Private LabelGreenwood,1
Coca-Cola,All,Private LabelKipa,1
Coca-Cola,All,Private LabelKipapazar,1
Coca-Cola,All,Private LabelMigros,1
Coca-Cola,All,Pulp,1
Coca-Cola,All,Pump,1
Coca-Cola,All,Pumped,1
Coca-Cola,All,Pura Sol,1
Coca-Cola,All,Pyungchangsoo,1
Coca-Cola,All,Qoo,1
Coca-Cola,All,Quatro,1
Coca-Cola,All,Quwat Jabal,1
Coca-Cola,All,Ramlosa,1
Coca-Cola,All,Rani,1
Coca-Cola,All,Real,1
Coca-Cola,All,Real Gold,1
Coca-Cola,All,Real Leaf,1
Coca-Cola,All,Real Leaf Frutcy,1
Coca-Cola,All,Red Flash,1
Coca-Cola,All,Relentless,1
Coca-Cola,All,Rich,1
Coca-Cola,All,Rio!,1
Coca-Cola,All,Ripe N Ready,1
Coca-Cola,All,Riwa,1
Coca-Cola,All,Rosa,1
Coca-Cola,All,Roses,1
Coca-Cola,All,Royal Tru,1
Coca-Cola,All,Safia,1
Coca-Cola,All,Samurai,1
Coca-Cola,All,San Luis,1
Coca-Cola,All,Sarsi,1
Coca-Cola,All,Saryusaisai,1
Coca-Cola,All,Schurwald,1
Coca-Cola,All,Schuss,1
Coca-Cola,All,Schweppes Abbey Well,1
Coca-Cola,All,Sensation,1
Coca-Cola,All,Sensun,1
Coca-Cola,All,Senzao,1
Coca-Cola,All,Shandy,1
Coca-Cola,All,Shangri-La,1
Coca-Cola,All,Sidral Light,1
Coca-Cola,All,Sierra Azul,1
Coca-Cola,All,Simba,1
Coca-Cola,All,Smart,1
Coca-Cola,All,Sobo,1
Coca-Cola,All,Sodenthaler,1
Coca-Cola,All,Sokenbicha,1
Coca-Cola,All,Solaria,1
Coca-Cola,All,Solo,1
Coca-Cola,All,Sonfil,1
Coca-Cola,All,Southern Sun,1
Coca-Cola,All,Sparkle,1
Coca-Cola,All,Sparletta,1
Coca-Cola,All,Sparletta Iron Brew,1
Coca-Cola,All,Splash,1
Coca-Cola,All,Sport,1
Coca-Cola,All,Spring Water,1
Coca-Cola,All,Sprite 3-G,1
Coca-Cola,All,Sprite Flavors,1
Coca-Cola,All,Sprite Remix,1
Coca-Cola,All,Sprite Zero - diet Sprite,1
Coca-Cola,All,Spur,1
Coca-Cola,All,Squirt,1
Coca-Cola,All,Stoney Ginger Beer,1
Coca-Cola,All,Su Voce,1
Coca-Cola,All,Sunfill,1
Coca-Cola,All,Sunny-10,1
Coca-Cola,All,Svali,1
Coca-Cola,All,Sveva,1
Coca-Cola,All,TaB,1
Coca-Cola,All,Tab X-Tra,1
Coca-Cola,All,Tai,1
Coca-Cola,All,Taiyo no Mate Cha,1
Coca-Cola,All,Ten Ren,1
Coca-Cola,All,The Spirit of Georgia,1
Coca-Cola,All,Thextons,1
Coca-Cola,All,This Water,1
Coca-Cola,All,Thums Up,1
Coca-Cola,All,Tian Yu Di,1
Coca-Cola,All,Tiky,1
Coca-Cola,All,Toka,1
Coca-Cola,All,Top,1
Coca-Cola,All,Topo Chico,1
Coca-Cola,All,Toppur,1
Coca-Cola,All,Tops,1
Coca-Cola,All,Toscal,1
Coca-Cola,All,Tropi,1
Coca-Cola,All,Tropi Frut,1
Coca-Cola,All,Tropical,1
Coca-Cola,All,Tuborg,1
Coca-Cola,All,Tuborg Light,1
Coca-Cola,All,Ultra,1
Coca-Cola,All,Urbacher,1
Coca-Cola,All,Urge,1
Coca-Cola,All,Valle Pulpy,1
Coca-Cola,All,Valpre,1
Coca-Cola,All,Valser,1
Coca-Cola,All,Valser Viva,1
Coca-Cola,All,Vaquita,1
Coca-Cola,All,VAULT,1
Coca-Cola,All,Vegitabeta,1
Coca-Cola,All,Victoria,1
Coca-Cola,All,Vio,1
Coca-Cola,All,Vita Slim,1
Coca-Cola,All,Vital O,1
Coca-Cola,All,Vittalev,1
Coca-Cola,All,Viva,1
Coca-Cola,All,Wildberry,1
Coca-Cola,All,Wilkins,1
Coca-Cola,All,Worx Energy,1
Coca-Cola,All,Yangguang,1
Coca-Cola,All,Yangguang Juicy T,1
Coca-Cola,All,Yarylo Kvass,1
Coca-Cola,All,Yasly Sad,1
Coca-Cola,All,Yo Conozco a Hugo,1
Coca-Cola,All,Yoli,1
Coca-Cola,All,Youki,1
Coca-Cola,All,Yuan Ye,1
Coca-Cola,All,Yuan Ye Frutcy,1
Procter & Gamble,Beauty & Grooming,007 Men's Fragrances,1
Procter & Gamble,Beauty & Grooming,Always,1
Procter & Gamble,Beauty & Grooming,Aussie,1
Procter & Gamble,Beauty & Grooming,Braun,1
Procter & Gamble,Beauty & Grooming,Christina Aguilera Perfumes,1
Procter & Gamble,Beauty & Grooming,Clairol Professional,1
Procter & Gamble,Beauty & Grooming,CoverGirl,1
Procter & Gamble,Beauty & Grooming,Crest,1
Procter & Gamble,Beauty & Grooming,DDF,1
Procter & Gamble,Beauty & Grooming,Dolce&Gabbana Fragrances,1
Procter & Gamble,Beauty & Grooming,Dolce&Gabbana Make Up,1
Procter & Gamble,Beauty & Grooming,Escada Fragrances,1
Procter & Gamble,Beauty & Grooming,Fekkai,1
Procter & Gamble,Beauty & Grooming,Fusion,1
Procter & Gamble,Beauty & Grooming,Gillette,1
Procter & Gamble,Beauty & Grooming,Gucci Fragrances,1
Procter & Gamble,Beauty & Grooming,HUGO BOSS Fragrances,1
Procter & Gamble,Beauty & Grooming,Head & Shoulders,1
Procter & Gamble,Beauty & Grooming,Herbal Essences,1
Procter & Gamble,Beauty & Grooming,Ivory,1
Procter & Gamble,Beauty & Grooming,Lacoste Fragrances,1
Procter & Gamble,Beauty & Grooming,MACH3,1
Procter & Gamble,Beauty & Grooming,Naomi Campbell,1
Procter & Gamble,Beauty & Grooming,Natural Instincts,1
Procter & Gamble,Beauty & Grooming,Nice 'n Easy,1
Procter & Gamble,Beauty & Grooming,Nioxin,1
Procter & Gamble,Beauty & Grooming,Olay,1
Procter & Gamble,Beauty & Grooming,Old Spice,1
Procter & Gamble,Beauty & Grooming,Oral-B,1
Procter & Gamble,Beauty & Grooming,Pantene,1
Procter & Gamble,Beauty & Grooming,Prestobarba/Blue,1
Procter & Gamble,Beauty & Grooming,Puma,1
Procter & Gamble,Beauty & Grooming,Rejoice,1
Procter & Gamble,Beauty & Grooming,SK-II,1
Procter & Gamble,Beauty & Grooming,Safeguard,1
Procter & Gamble,Beauty & Grooming,Scope,1
Procter & Gamble,Beauty & Grooming,Sebastian Professional,1
Procter & Gamble,Beauty & Grooming,Secret,1
Procter & Gamble,Beauty & Grooming,Tampax,1
Procter & Gamble,Beauty & Grooming,Venus,1
Procter & Gamble,Beauty & Grooming,Vidal Sassoon,1
Procter & Gamble,Beauty & Grooming,Wella,1
Procter & Gamble,Household Care,Align,1
Procter & Gamble,Household Care,Ariel,1
Procter & Gamble,Household Care,Bold,1
Procter & Gamble,Household Care,Bounce,1
Procter & Gamble,Household Care,Bounty,1
Procter & Gamble,Household Care,Cascade,1
Procter & Gamble,Household Care,Charmin,1
Procter & Gamble,Household Care,Cheer,1
Procter & Gamble,Household Care,Clearblue,1
Procter & Gamble,Household Care,Comet,1
Procter & Gamble,Household Care,Dash,1
Procter & Gamble,Household Care,Dawn,1
Procter & Gamble,Household Care,Downy,1
Procter & Gamble,Household Care,Dreft Laundry,1
Procter & Gamble,Household Care,Duracell,1
Procter & Gamble,Household Care,Era,1
Procter & Gamble,Household Care,Eukanuba,1
Procter & Gamble,Household Care,Febreze,1
Procter & Gamble,Household Care,Gain,1
Procter & Gamble,Household Care,Iams,1
Procter & Gamble,Household Care,Joy,1
Procter & Gamble,Household Care,Luvs,1
Procter & Gamble,Household Care,Metamucil,1
Procter & Gamble,Household Care,Mr. Clean,1
Procter & Gamble,Household Care,Pampers,1
Procter & Gamble,Household Care,Pepto-Bismol,1
Procter & Gamble,Household Care,Prilosec OTC,1
Procter & Gamble,Household Care,Puffs,1
Procter & Gamble,Household Care,Swiffer,1
Procter & Gamble,Household Care,Tide,1
Procter & Gamble,Household Care,Vicks,1
Nestle,Baby foods,Cerelac,1
Nestle,Baby foods,Gerber,1
Nestle,Baby foods,Gerber Graduates,1
Nestle,Baby foods,NaturNes,1
Nestle,Baby foods,Nestum,1
Nestle,Bottled water,Nestlé Pure Life,1
Nestle,Bottled water,Perrier,1
Nestle,Bottled water,Poland Spring,1
Nestle,Bottled water,S.Pellegrino,1
Nestle,Cereals,Chocapic,1
Nestle,Cereals,Cini Minis,1
Nestle,Cereals,Cookie Crisp,1
Nestle,Cereals,Estrelitas,1
Nestle,Cereals,Fitness,1
Nestle,Cereals,Nesquik Breakfast Cereal,1
Nestle,Chocolate & confectionery,Aero,1
Nestle,Chocolate & confectionery,Butterfinger,1
Nestle,Chocolate & confectionery,Cailler,1
Nestle,Chocolate & confectionery,Crunch,1
Nestle,Chocolate & confectionery,KitKat,1
Nestle,Chocolate & confectionery,Orion,1
Nestle,Chocolate & confectionery,Smarties,1
Nestle,Chocolate & confectionery,Toll House,1
Nestle,Chocolate & confectionery,Wonka,1
Nestle,Coffee,Nescafe,1
Nestle,Culinary,Buitoni,1
Nestle,Culinary,DiGiorno,1
Nestle,Culinary,Herta,1
Nestle,Culinary,Hot Pockets,1
Nestle,Culinary,Lean Cuisine,1
Nestle,Culinary,Maggi,1
Nestle,Culinary,Stouffer's,1
Nestle,Culinary,Thomy,1
Nestle,Culinary,Tombstone,1
Nestle,Dairy,Carnation,1
Nestle,Dairy,Coffee-Mate,1
Nestle,Dairy,La Laitière,1
Nestle,Dairy,Nido,1
Nestle,Drinks,Juicy Juice,1
Nestle,Drinks,Milo,1
Nestle,Drinks,Nesquik,1
Nestle,Drinks,Nestea,1
Nestle,Food service,Chef,1
Nestle,Food service,Chef-Mate,1
Nestle,Food service,Lean Cuisine,1
Nestle,Food service,Maggi,1
Nestle,Food service,Milo,1
Nestle,Food service,Minor's,1
Nestle,Food service,Nescafé,1
Nestle,Food service,Nestea,1
Nestle,Food service,Sjora,1
Nestle,Food service,Stouffer's,1
Nestle,Healthcare nutrition,Boost,1
Nestle,Healthcare nutrition,Nutren Junior,1
Nestle,Healthcare nutrition,Peptamen,1
Nestle,Healthcare nutrition,Resource,1
Nestle,Ice cream,Dreyer’s,1
Nestle,Ice cream,Extrême,1
Nestle,Ice cream,Häagen-Dazs,1
Nestle,Ice cream,Mövenpick,1
Nestle,Ice cream,Nestlé Ice Cream,1
Nestle,Petcare,Alpo,1
Nestle,Petcare,Bakers Complete,1
Nestle,Petcare,Beneful,1
Nestle,Petcare,Cat Chow,1
Nestle,Petcare,Chef Michael’s Canine Creations,1
Nestle,Petcare,Dog Chow,1
Nestle,Petcare,Fancy Feast,1
Nestle,Petcare,Felix,1
Nestle,Petcare,Friskies,1
Nestle,Petcare,Gourmet,1
Nestle,Petcare,Purina,1
Nestle,Petcare,Purina ONE,1
Nestle,Petcare,Purina Pro Plan,1
Nestle,Sport nutrition,PowerBar ,1
Nestle,Weight management,Jenny Craig ,1
